Gene,T1_fc,T1_padj,T2_fc,T2_padj,T3_fc,T3_padj,arabi-defline
Sevir.3G199200,-2.997614986,0.958618859,-0.191382404,NA,1.241864113,0.999694537,Cyclin family protein
Sevir.3G199300,-2.252239968,NA,-0.648339443,0.506415116,0.639744522,0.999694537,NA
Sevir.3G199400,0.058980144,NA,-0.805872956,NA,-0.073170072,0.999694537,cysteine-rich RLK (RECEPTOR-like protein kinase) 10
Sevir.3G199500,0.689279204,0.958618859,-0.702294606,0.000439671,0.13561804,0.999694537,LRR and NB-ARC domains-containing disease resistance protein
Sevir.3G199600,0.905115821,NA,-0.330710791,NA,0.288482166,0.999694537,NA
Sevir.3G199700,-1.236640508,0.958618859,0.155932248,0.525221221,-0.201181326,0.999694537,"glutamate-1-semialdehyde 2,1-aminomutase 2"
Sevir.3G199800,0.232355826,NA,-1.733410124,NA,0.714421584,0.999694537,TGACG motif-binding factor 6
Sevir.3G199900,-7.446396844,NA,-1.758392298,NA,1.641564334,0.999694537,calcium-dependent protein kinase 34
Sevir.3G200000,-0.371356718,NA,-0.282989577,NA,-0.663593943,0.999694537,sigma factor binding protein 1
Sevir.3G200100,-0.078700832,0.991119856,0.190390706,0.477575371,0.224818276,0.999694537,myb-like HTH transcriptional regulator family protein
Sevir.3G200200,NA,NA,2.508012971,NA,NA,NA,Leucine-rich repeat (LRR) family protein
Sevir.3G200300,-1.390584812,NA,0.134296427,NA,0.105623305,0.999694537,NA
Sevir.3G200400,0.998431816,NA,-0.012207003,NA,0.592557855,0.999694537,NA
Sevir.3G200600,NA,NA,1.129513936,NA,-0.076670422,0.999694537,NA
Sevir.3G200700,1.2380384,0.958618859,-0.26826634,0.066067384,-0.565814994,0.999694537,5\'-AMP-activated protein kinase beta-2 subunit protein
Sevir.3G200800,1.885534064,0.958618859,0.223523572,0.706501364,-0.021458467,0.999694537,cysteine-rich RLK (RECEPTOR-like protein kinase) 25
Sevir.3G200900,0.212076307,NA,0.269788912,NA,0.241596763,0.999694537,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
Sevir.3G200950,-3.00485536,0.607370631,0.124982855,0.603262115,-0.13552694,0.999694537,calmodulin 5
Sevir.3G201000,-0.039826813,0.99599804,-0.239568759,0.82385043,-0.667772655,0.999694537,calmodulin 7
Sevir.3G201100,0.560140705,0.958618859,-0.115396468,0.620751692,-0.559949083,0.999694537,NA
Sevir.3G201200,0.675469623,0.958618859,0.130022531,0.631926796,-0.005720031,0.999694537,SU(VAR)3-9 homolog 3
Sevir.3G201300,-0.57692215,0.958618859,0.117192796,0.914282399,0.020252698,0.999694537,NA
Sevir.3G201400,-0.779227603,0.958618859,-0.245499755,0.754668013,0.230968616,0.999694537,NA
Sevir.3G201500,-0.224745791,0.969391737,0.302838968,0.335591737,-0.148178891,0.999694537,F-box family protein
Sevir.3G201600,-0.473443327,0.958618859,0.030271188,0.932262509,-0.066509849,0.999694537,Endoplasmic reticulum vesicle transporter protein
Sevir.3G201700,-2.781219152,0.574218854,-0.308311337,0.169992851,-0.136894709,0.999694537,Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein
Sevir.3G201800,1.738627595,0.958618859,-0.179455222,0.530813605,0.049156907,0.999694537,KRR1 family protein
Sevir.3G201900,0.171869029,0.980841118,-0.086655003,0.9246909,-0.015924558,0.999694537,calmodulin-domain protein kinase cdpk isoform 2
Sevir.3G202000,0.685586403,0.958618859,0.043287489,0.880504754,0.071481796,0.999694537,SNF2 domain-containing protein / helicase domain-containing protein / zinc finger protein-related
Sevir.3G202100,1.232136891,0.958618859,-0.059412911,0.945584946,0.437051231,0.999694537,NA
Sevir.3G202200,NA,NA,1.914809114,NA,NA,NA,Leucine-rich repeat (LRR) family protein
Sevir.3G202250,1.223271493,0.958618859,0.219473897,0.608172587,0.205627474,0.999694537,NA
Sevir.3G202300,-2.529151045,NA,-1.328346521,NA,1.888041214,0.999694537,NA
Sevir.3G202400,1.225397317,NA,-0.157382287,0.874960949,0.51535832,0.999694537,Leucine-rich repeat (LRR) family protein
Sevir.3G202500,NA,NA,NA,NA,NA,NA,AtBS1(activation-tagged BRI1 suppressor 1)-interacting factor 1
Sevir.3G202600,-6.365503071,NA,-2.490921249,NA,-0.3191233,0.999694537,Histone superfamily protein
Sevir.3G202700,-0.159189108,NA,-0.621866752,0.350711925,0.163296573,0.999694537,Histone superfamily protein
Sevir.3G202800,-0.625209795,0.958618859,0.251582831,0.334785781,0.114709887,0.999694537,Transport protein particle (TRAPP) component
Sevir.3G202900,-1.036412791,NA,-0.134463556,NA,1.16759936,0.999694537,NA
Sevir.3G203000,0.265781664,0.968755565,-0.012642016,0.986796221,0.012204335,0.999694537,ABA-responsive element binding protein 3
Sevir.3G203100,0.672870862,0.958618859,-0.008536017,0.979882927,0.038701846,0.999694537,ADP-ribosylation factor A1F
Sevir.3G203200,-1.367050553,NA,0.289695715,NA,-0.232279047,0.999694537,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
Sevir.3G203300,0.403485252,0.959134716,0.018439455,0.975762775,0.16480106,0.999694537,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Sevir.3G203400,0.270099477,0.963747805,-0.018960644,0.964955127,0.106780501,0.999694537,DNAse I-like superfamily protein
Sevir.3G203500,0.408529883,0.958618859,0.048246525,0.9009184,-0.176107795,0.999694537,NADH:cytochrome B5 reductase 1
Sevir.3G203600,NA,NA,1.097474214,NA,1.860628338,0.999694537,NA
Sevir.3G203700,0.633557529,0.958618859,0.128335512,0.754309506,-0.220724701,0.999694537,RING/U-box superfamily protein
Sevir.3G203800,0.303349054,NA,-0.537583892,0.656487755,-0.6919434,0.999694537,NA
Sevir.3G203850,-0.455044314,NA,1.473984456,NA,0.298457443,0.999694537,NA
Sevir.3G203900,0.343668345,0.960188019,-0.0370096,0.933414848,-0.067611747,0.999694537,Homeodomain-like superfamily protein
Sevir.3G204000,0.756984437,0.958618859,-0.438408428,0.389314247,-0.666052374,0.999694537,Ribosomal protein L34e superfamily protein
Sevir.3G204100,-0.146057531,NA,-0.490885675,NA,-0.531117573,0.999694537,NA
Sevir.3G204200,0.84982569,0.958618859,-0.148729124,0.72829946,-0.084300056,0.999694537,NA
Sevir.3G204300,NA,NA,2.571272368,NA,-0.867399781,0.999694537,"Nucleic acid-binding, OB-fold-like protein"
Sevir.3G204400,-1.7934149,0.958618859,-0.176299514,0.362792117,-0.011413841,0.999694537,ribosomal protein L24
Sevir.3G204500,0.597777852,0.958618859,0.116274195,0.857037913,0.109121185,0.999694537,breast cancer associated RING 1
Sevir.3G204600,0.465229822,0.958618859,0.126229,0.508776205,-0.004550506,0.999694537,VIRE2 interacting protein 2
Sevir.3G204700,-1.183025668,0.958618859,0.008166219,0.990987101,-0.074898554,0.999694537,NA
Sevir.3G204800,1.682599028,0.958618859,-0.218392237,0.21306292,-0.15302954,0.999694537,Leucine-rich repeat protein kinase family protein
Sevir.3G204900,2.228080379,0.958618859,0.30671944,0.364873274,0.23812426,0.999694537,NA
Sevir.3G205000,-4.818964175,NA,NA,NA,NA,NA,SKU5  similar 13
Sevir.3G205100,NA,NA,NA,NA,0.886528986,0.999694537,NA
Sevir.3G205200,1.037544,0.958618859,0.222710225,0.603784771,-0.110271916,0.999694537,galacturonosyltransferase 7
Sevir.3G205300,NA,NA,-0.826079138,NA,NA,NA,GRAS family transcription factor
Sevir.3G205400,1.294235362,NA,1.629345265,NA,1.860628338,0.999694537,"TRAM, LAG1 and CLN8 (TLC) lipid-sensing domain containing protein"
Sevir.3G205500,NA,NA,-0.826079138,NA,-1.037024366,0.999694537,"FBD, F-box and Leucine Rich Repeat domains containing protein"
Sevir.3G205601,0.162859742,NA,-0.998559361,NA,-0.534357819,0.999694537,NA
Sevir.3G205700,NA,NA,NA,NA,-1.037024366,0.999694537,NA
Sevir.3G205800,NA,NA,NA,NA,NA,NA,cation/hydrogen exchanger 15
Sevir.3G205900,1.17806922,NA,0.13680039,NA,0.24376854,0.999694537,NA
Sevir.3G205950,1.308811533,NA,0.055713532,NA,0.580075512,0.999694537,NA
Sevir.3G206000,0.876551972,0.958618859,-0.595145442,0.069666972,-0.221082685,0.999694537,Protein of unknown function (DUF567)
Sevir.3G206100,-0.049358198,0.994158142,0.157918169,0.593302212,0.245784202,0.999694537,Transducin/WD40 repeat-like superfamily protein
Sevir.3G206200,NA,NA,NA,NA,NA,NA,Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family
Sevir.3G206300,1.328677743,0.958618859,-0.686760861,0.228247786,-0.25930803,0.999694537,"cytochrome P450, family 714, subfamily A, polypeptide 1"
Sevir.3G206400,2.385661346,NA,0.500806443,NA,0.003182576,0.999694537,NA
Sevir.3G206501,1.041467894,NA,0.089002485,NA,-0.031942193,0.999694537,NA
Sevir.3G206600,0.970146892,0.958618859,-0.003421936,0.997057432,0.203068015,0.999694537,Tetratricopeptide repeat (TPR)-like superfamily protein
Sevir.3G206700,NA,NA,-0.826079138,NA,-0.064998994,0.999694537,NA
Sevir.3G206800,-2.210314475,0.891146543,-0.10971731,0.741443807,-0.131648652,0.999694537,NA
Sevir.3G206900,-0.769260099,0.958618859,0.318571633,0.182473572,0.125970428,0.999694537,RNA-binding KH domain-containing protein
Sevir.3G206950,1.072075888,0.958618859,0.088976591,0.839793304,-0.104191662,0.999694537,ubiquitin-activating enzyme 1
Sevir.3G207000,-0.277383487,NA,-1.034083083,NA,-0.71319911,0.999694537,NA
Sevir.3G207100,NA,NA,NA,NA,1.754145544,0.999694537,NA
Sevir.3G207200,1.042726078,0.958618859,0.094176033,0.902486289,0.214403815,0.999694537,C2H2-like zinc finger protein
Sevir.3G207300,-1.316672052,0.958618859,-0.143308728,0.877199556,0.277670522,0.999694537,AP2/B3-like transcriptional factor family protein
Sevir.3G207400,0.759176334,0.958618859,-0.389118637,0.016701884,0.378990093,0.999694537,Leucine-rich repeat protein kinase family protein
Sevir.3G207500,0.077901045,0.99083559,0.14383352,0.403154606,-0.076959491,0.999694537,nuclear shuttle interacting
Sevir.3G207600,-0.500626709,NA,-0.826079138,NA,-2.142576423,0.999694537,vacuolar H+-ATPase subunit E isoform 2
Sevir.3G207666,0.780749486,NA,-1.348587476,NA,0.840451877,0.999694537,NA
Sevir.3G207732,1.398739255,0.958618859,0.106840537,0.902219911,0.223031407,0.999694537,Protein of unknown function (DUF594)
Sevir.3G207800,-0.176152465,0.979781132,-0.042073176,0.92479168,-0.024739322,0.999694537,NA
Sevir.3G208000,-2.198394182,0.872575172,-0.010928021,0.992594298,0.198541077,0.999694537,Leucine-rich repeat protein kinase family protein
Sevir.3G208100,0.149384989,0.981499364,0.080900354,0.7141639,-0.066655271,0.999694537,ubiquitin-conjugating enzyme 11
Sevir.3G208200,1.339903983,0.958618859,-0.056467204,0.928929948,-0.178377321,0.999694537,thioredoxin H-type 9
Sevir.3G208300,0.772566516,0.958618859,-0.051717029,0.869774827,-0.318356592,0.999694537,Protein kinase superfamily protein
Sevir.3G208400,-0.724332937,NA,-0.213007963,NA,-1.099745134,0.999694537,F-box/RNI-like superfamily protein
Sevir.3G208500,-3.245674901,NA,-1.81889121,NA,2.219809543,0.999694537,NA
Sevir.3G208600,NA,NA,2.589165464,NA,NA,NA,Protein of unknown function (DUF3133)
Sevir.3G208700,NA,NA,NA,NA,NA,NA,senescence-associated gene 21
Sevir.3G208800,-2.88933586,NA,-1.168486974,NA,-2.893605908,0.999694537,WRKY DNA-binding protein 70
Sevir.3G209000,-3.245674901,NA,1.097474214,NA,0.886528986,0.999694537,WRKY DNA-binding protein 55
Sevir.3G209100,0.039016064,NA,-0.712093328,NA,0.128324746,0.999694537,DNAse I-like superfamily protein
Sevir.3G209150,NA,NA,NA,NA,NA,NA,NA
Sevir.3G209200,0.621750464,0.958618859,-0.297151905,0.672499221,0.50085222,0.999694537,Leucine-rich repeat protein kinase family protein
Sevir.3G209300,1.530931507,0.958618859,-0.068234323,0.836814897,-0.156772477,0.999694537,NA
Sevir.3G209400,0.213781356,NA,NA,NA,NA,NA,NA
Sevir.3G209500,1.183469351,0.958618859,-0.40059699,0.49932476,0.486368864,0.999694537,RING/U-box superfamily protein
Sevir.3G209533,-0.668978462,NA,0.897068944,NA,-0.561859783,0.999694537,NA
Sevir.3G209566,NA,NA,NA,NA,NA,NA,NA
Sevir.3G209600,0.147763178,0.988334705,-1.681565354,0.006675306,-0.734128036,0.999694537,lipid transfer protein 1
Sevir.3G209700,0.227871991,NA,-0.593784349,NA,-1.509225506,0.999694537,NA
Sevir.3G209800,-1.82738712,0.958618859,-0.673039233,4.74E-05,-0.350720129,0.999694537,expansin A1
Sevir.3G209900,-1.280024391,0.958618859,-0.411662511,0.002021691,-0.06046714,0.999694537,Ribosomal protein S26e family protein
Sevir.3G210000,-0.43685515,0.958618859,0.311112628,0.214313811,-0.007342081,0.999694537,C2H2 and C2HC zinc fingers superfamily protein
Sevir.3G210100,0.080464559,0.991532754,0.382513124,0.040287896,0.036409977,0.999694537,NA
Sevir.3G210200,1.346574947,NA,0.376316067,0.680444965,-0.300389144,0.999694537,ovate family protein 4
Sevir.3G210300,NA,NA,-0.830989285,NA,-1.037024366,0.999694537,NA
Sevir.3G210400,-0.280424704,0.966614945,-0.963999406,0.032188365,-1.112576044,0.999694537,ARM repeat superfamily protein
Sevir.3G210600,-1.223213331,NA,-0.472027113,NA,-0.608763124,0.999694537,allergen-related
Sevir.3G210700,1.636860781,0.958618859,0.842937919,8.47E-06,0.734451946,0.999694537,CBL-interacting protein kinase 2
Sevir.3G210800,-4.202909611,0.044149992,0.088267158,0.900048914,0.870721822,0.999694537,Minichromosome maintenance (MCM2/3/5) family protein
Sevir.3G210900,-4.089888685,0.500167294,-0.426356197,0.733951715,0.699530151,0.999694537,Plant protein of unknown function (DUF827)
Sevir.3G211000,NA,NA,NA,NA,NA,NA,NA
Sevir.3G211100,-3.245674901,NA,2.649161781,NA,0.886528986,0.999694537,"cytochrome P450, family 87, subfamily A, polypeptide 6"
Sevir.3G211200,-0.611590182,NA,-0.911953549,NA,0.623525885,0.999694537,NA
Sevir.3G211300,-0.60028599,0.958618859,0.028567271,0.962691165,0.121568851,0.999694537,Major facilitator superfamily protein
Sevir.3G211400,NA,NA,-0.826079138,NA,0.886528986,0.999694537,NA
Sevir.3G211500,0.907802021,0.958618859,0.390672997,0.148821706,-0.118583323,0.999694537,PYRIMIDINE 4
Sevir.3G211600,0.400394505,0.958618859,0.179206788,0.439414398,0.017953832,0.999694537,ENTH/VHS/GAT family protein
Sevir.3G211701,-3.245674901,NA,-0.826079138,NA,-1.283257009,0.999694537,NA
Sevir.3G211800,0.075979945,0.990915916,0.115258015,0.66814932,-0.166804551,0.999694537,PLAC8 family protein
Sevir.3G211900,2.081666406,0.958618859,-0.798470642,0.283790428,-0.981674065,0.999694537,WRKY DNA-binding protein 33
Sevir.3G212000,-0.338270649,NA,-1.480878154,NA,-0.024344128,0.999694537,NA
Sevir.3G212100,NA,NA,NA,NA,NA,NA,NAD(P)-linked oxidoreductase superfamily protein
Sevir.3G212166,-0.226460717,0.970510255,0.082777552,0.738461478,-0.220781941,0.999694537,Protein of unknown function (DUF399 and DUF3411)
Sevir.3G212232,NA,NA,NA,NA,3.608375156,0.999694537,sorting nexin 2B
Sevir.3G212300,-0.340826389,NA,0.452490039,NA,-1.101133054,0.999694537,NA
Sevir.3G212400,-1.670955395,0.958618859,-0.117476697,0.733141386,-0.337684464,0.999694537,prenylated RAB acceptor 1.B4
Sevir.3G212500,-0.573501285,0.958618859,-0.020803464,0.951349614,-0.245486247,0.999694537,exocyst subunit exo70 family protein B1
Sevir.3G212600,-2.799999347,NA,-0.00823086,NA,1.697467986,0.999694537,NB-ARC domain-containing disease resistance protein
Sevir.3G212800,NA,NA,-2.376395406,NA,NA,NA,cation/hydrogen exchanger 15
Sevir.3G212900,1.512504901,NA,0.475128076,0.593915247,-0.97336311,0.999694537,Integrase-type DNA-binding superfamily protein
Sevir.3G213000,-0.368965778,NA,0.531522893,NA,-0.178614953,0.999694537,Polyketide cyclase/dehydrase and lipid transport superfamily protein
Sevir.3G213100,NA,NA,-2.396380878,NA,NA,NA,NA
Sevir.3G213200,NA,NA,0.13580252,NA,NA,NA,NA
Sevir.3G213300,0.910800612,0.958618859,0.866387112,0.04350569,-0.688205882,0.999694537,zinc transporter 5 precursor
Sevir.3G213400,-0.443250304,NA,-0.780440043,NA,-1.037024366,0.999694537,zinc transporter 5 precursor
Sevir.3G213500,0.956824111,0.958618859,0.270063506,0.341377027,0.110283141,0.999694537,ribonuclease P family protein
Sevir.3G213600,0.450637831,0.958618859,0.108946597,0.728152277,-0.018668517,0.999694537,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Sevir.3G213700,-2.217864281,NA,0.063204144,NA,-0.552393959,0.999694537,Protein of unknown function (DUF640)
Sevir.3G213800,1.403026477,NA,-0.398098714,0.510119079,0.065900044,0.999694537,NA
Sevir.3G213900,NA,NA,-0.807113401,NA,1.754004286,0.999694537,NA
Sevir.3G214000,NA,NA,NA,NA,-1.037024366,0.999694537,NA
Sevir.3G214100,NA,NA,NA,NA,NA,NA,NA
Sevir.3G214175,1.930377772,NA,0.268015046,NA,1.062596821,0.999694537,NA
Sevir.3G214250,-0.935607028,NA,-0.743351818,NA,-0.424441819,0.999694537,phosphoglycerate/bisphosphoglycerate mutase family protein
Sevir.3G214325,1.70497362,NA,0.262801516,0.627036324,0.183684377,0.999694537,ketol-acid reductoisomerase
Sevir.3G214400,1.142108967,0.958618859,0.150483267,0.661843068,0.089244347,0.999694537,Leucine-rich repeat protein kinase family protein
Sevir.3G214500,-6.220138456,NA,-3.301257928,NA,-0.541081161,0.999694537,Protein of unknown function (DUF688)
Sevir.3G214600,0.554666457,0.958618859,0.185214746,0.640531599,-0.131354959,0.999694537,Outer membrane OMP85 family protein
Sevir.3G214700,0.741432525,0.958618859,0.040088017,0.915347075,0.036223854,0.999694537,RING/U-box superfamily protein
Sevir.3G214800,-5.761170362,NA,1.097474214,NA,NA,NA,Thiamine pyrophosphate dependent pyruvate decarboxylase family protein
Sevir.3G214900,1.315799079,0.958618859,-0.910778249,0.055643864,-0.067229436,0.999694537,RING/U-box superfamily protein
Sevir.3G215000,NA,NA,0.138443615,NA,NA,NA,NA
Sevir.3G215100,1.227853324,NA,-1.077052402,0.026629884,-0.288230111,0.999694537,PEBP (phosphatidylethanolamine-binding protein) family protein
Sevir.3G215200,-0.31906835,0.962784508,-0.222475746,0.479700502,-0.266286468,0.999694537,ammonium transporter 2
Sevir.3G215300,0.57703844,0.958618859,0.230290184,0.049386195,-0.057691627,0.999694537,UDP-glucose pyrophosphorylase 3
Sevir.3G215400,-0.399823481,NA,NA,NA,0.886528986,0.999694537,GDSL-like Lipase/Acylhydrolase superfamily protein
Sevir.3G215500,-0.339625611,NA,1.097474214,NA,2.219809543,0.999694537,NA
Sevir.3G215600,1.034513591,0.958618859,0.172848312,0.472572712,-0.08487177,0.999694537,NA
Sevir.3G215700,0.509467109,0.959559788,0.386709242,0.555043598,-0.158283305,0.999694537,NA
Sevir.3G215800,NA,NA,NA,NA,0.886528986,0.999694537,Leucine-rich repeat (LRR) family protein
Sevir.3G215900,NA,NA,NA,NA,-1.769991557,0.999694537,NA
Sevir.3G216000,NA,NA,NA,NA,NA,NA,NA
Sevir.3G216100,NA,NA,0.893395986,NA,-0.982334327,0.999694537,NA
Sevir.3G216200,-1.836809343,NA,0.136915247,NA,-1.037024366,0.999694537,NA
Sevir.3G216300,0.864945851,0.958618859,0.158501083,0.555043598,-0.190632199,0.999694537,SELT-like protein precursor
Sevir.3G216333,-0.649811058,0.958618859,0.159747052,0.816973351,-0.230350119,0.999694537,P-loop containing nucleoside triphosphate hydrolases superfamily protein
Sevir.3G216366,0.653900381,NA,-0.331058429,NA,-0.417865311,0.999694537,NA
Sevir.3G216400,-1.311003036,0.958618859,-0.064726047,0.856615164,0.112810163,0.999694537,calcium-dependent protein kinase 13
Sevir.3G216500,-2.907984155,0.308942642,0.114691997,0.889088612,0.228506075,0.999694537,Protein kinase superfamily protein
Sevir.3G216600,0.250631895,0.966061715,-0.067830526,0.905135604,0.197419756,0.999694537,Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
Sevir.3G216700,0.469872343,0.960457322,-0.219251565,0.815408261,0.330302688,0.999694537,NA
Sevir.3G216725,-7.410211123,0.00230859,-0.374632136,0.725400672,0.223842336,0.999694537,Histone superfamily protein
Sevir.3G216750,-0.317766689,NA,-0.986508826,NA,0.886528986,0.999694537,NA
Sevir.3G216775,-2.799999347,NA,-1.399977747,NA,-0.693754783,0.999694537,NA
Sevir.3G216800,0.472261684,0.958618859,-0.19905538,0.754668013,0.306420627,0.999694537,Kinase interacting (KIP1-like) family protein
Sevir.3G216900,-3.245674901,NA,0.133822869,NA,1.847668553,0.999694537,CCT motif family protein
Sevir.3G217000,-2.799999347,NA,NA,NA,NA,NA,Protein of unknown function (DUF1218)
Sevir.3G217100,-0.753640824,0.958618859,0.205433566,0.288065221,0.158833491,0.999694537,Ypt/Rab-GAP domain of gyp1p superfamily protein
Sevir.3G217200,-1.120166416,NA,1.490259198,NA,0.1839571,0.999694537,NA
Sevir.3G217300,-2.108459104,NA,-1.599085,NA,-0.08991459,0.999694537,NA
Sevir.3G217400,-6.399413109,NA,NA,NA,NA,NA,NA
Sevir.3G217500,NA,NA,0.140721255,NA,NA,NA,NA
Sevir.3G217600,-4.932273492,NA,NA,NA,NA,NA,NA
Sevir.3G217650,2.378417532,0.958618859,0.112081935,0.717913573,-0.047630009,0.999694537,NA
Sevir.3G217700,0.755372177,0.958618859,0.413026188,0.189198224,-0.405280718,0.999694537,NA
Sevir.3G217760,1.920604964,0.958618859,1.310579137,NA,NA,NA,NA
Sevir.3G217820,2.143570486,0.958618859,-0.090088046,0.814322518,0.047014113,0.999694537,NA
Sevir.3G217880,1.545475759,0.958618859,0.026901356,0.979637911,0.077692596,0.999694537,NA
Sevir.3G217940,-0.633208093,NA,-1.385874983,NA,0.3711003,0.999694537,NA
Sevir.3G218000,NA,NA,1.097474214,NA,NA,NA,NA
Sevir.3G218100,0.82675778,0.958618859,0.067780862,0.843359611,0.087524289,0.999694537,GDA1/CD39 nucleoside phosphatase family protein
Sevir.3G218200,-3.167752513,0.352285169,-0.213078027,0.393674361,-0.121876923,0.999694537,Ribosomal protein S12/S23 family protein
Sevir.3G218300,1.557532315,0.958618859,-0.051001278,0.924758536,0.06128923,0.999694537,minichromosome maintenance 8
Sevir.3G218500,-0.949652654,NA,-0.639060555,NA,-0.558519917,0.999694537,NA
Sevir.3G218600,0.741926031,0.958618859,0.118953158,0.47495106,0.08626136,0.999694537,ubiquitin-protein ligase 4
Sevir.3G218700,-1.933260622,0.958618859,0.28227189,0.39056875,0.203702579,0.999694537,"nuclear factor Y, subunit B8"
Sevir.3G218800,1.030412141,0.958618859,0.101642452,0.521253458,-0.030314135,0.999694537,Tudor/PWWP/MBT superfamily protein
Sevir.3G218900,2.55605819,NA,-0.010616145,0.993574294,-0.254228183,0.999694537,Tudor/PWWP/MBT superfamily protein
Sevir.3G219000,0.617708969,NA,-0.096434548,NA,-0.609085376,0.999694537,IQ-domain 3
Sevir.3G219100,-0.350510253,0.970207309,0.09790886,0.946277962,-0.269837641,0.999694537,NA
Sevir.3G219200,-4.818211046,NA,-0.475106017,NA,NA,NA,Protein kinase superfamily protein
Sevir.3G219300,-0.763037422,0.958618859,0.172946652,0.506563467,-0.021095076,0.999694537,G10 family protein
Sevir.3G219400,0.766675616,0.958618859,0.085083436,0.69555243,0.117041098,0.999694537,SAC3/GANP/Nin1/mts3/eIF-3 p25 family
Sevir.3G219500,-0.190851248,0.974409458,-0.0861549,0.866486048,-0.064808603,0.999694537,Lung seven transmembrane receptor family protein
Sevir.3G219600,0.969811624,0.958618859,-0.056199277,0.807651086,-0.150111548,0.999694537,Lipin family protein
Sevir.3G219700,-1.840887128,NA,-0.924679119,NA,-0.525142544,0.999694537,NA
Sevir.3G219800,1.220816018,0.958618859,-0.407792017,0.384175782,0.069569329,0.999694537,NA
Sevir.3G219900,NA,NA,1.097474214,NA,NA,NA,NA
Sevir.3G219950,1.32753631,NA,-0.248808671,0.847611197,0.191726091,0.999694537,NA
Sevir.3G220000,0.247861163,0.968059592,-0.603812502,0.060626231,0.117543848,0.999694537,Plant protein 1589 of unknown function
Sevir.3G220100,-4.281896236,NA,3.298704981,NA,-2.762969103,0.999694537,NA
Sevir.3G220200,-2.298883805,NA,0.607937776,NA,NA,NA,NA
Sevir.3G220300,-2.068823131,0.958618859,-0.16109677,0.721247622,-0.070115048,0.999694537,Cation efflux family protein
Sevir.3G220400,-1.240604175,NA,0.244777742,NA,0.48179391,0.999694537,NA
Sevir.3G220500,1.362660547,NA,0.834892352,NA,-0.268342619,0.999694537,NA
Sevir.3G220600,-0.483387638,0.960520067,-0.805321275,0.178400956,0.592346725,0.999694537,NA
Sevir.3G220700,-0.485675249,0.958618859,-0.284456256,0.062416239,-0.084025336,0.999694537,histone H2A 12
Sevir.3G220800,NA,NA,NA,NA,NA,NA,NA
Sevir.3G220900,-0.385284843,0.958618859,-0.016293453,0.960722735,0.051052877,0.999694537,RAB GTPase homolog 8A
Sevir.3G221000,NA,NA,0.136289566,NA,-1.037024366,0.999694537,Protein of unknown function (DUF594)
Sevir.3G221100,-0.045645468,0.994158142,0.094483615,0.737738689,0.046217574,0.999694537,SNARE-like superfamily protein
Sevir.3G221300,NA,NA,-1.810513253,NA,-0.071277494,0.999694537,NA
Sevir.3G221400,1.441762876,0.958618859,0.043903208,0.91664463,-0.08668822,0.999694537,"Protein-tyrosine phosphatase-like, PTPLA"
Sevir.3G221500,0.834299053,0.958618859,0.207655093,0.162363915,-0.308676545,0.999694537,DHBP synthase RibB-like alpha/beta domain;GTP cyclohydrolase II
Sevir.3G221600,-2.265868349,0.958618859,-0.06876868,0.862450216,-0.24537261,0.999694537,Histone superfamily protein
Sevir.3G221700,-1.024653067,0.958618859,-0.093215206,0.7108046,-0.06454922,0.999694537,ubiquitin carrier protein 7
Sevir.3G221800,NA,NA,NA,NA,NA,NA,NA
Sevir.3G221900,0.372173787,0.958618859,0.183951287,0.229712955,-0.030823737,0.999694537,"Cysteinyl-tRNA synthetase, class Ia family protein"
Sevir.3G222000,-7.495483391,0.026443452,0.852209537,0.003155945,-1.173668443,0.999694537,heat shock protein 70
Sevir.3G222100,-0.391183001,0.962784508,-0.12274219,0.657331442,0.007012411,0.999694537,Ribosomal protein L36e family protein
Sevir.3G222200,-2.509820797,0.958618859,0.013245345,0.991813505,-0.420464455,0.999694537,Fasciclin-like arabinogalactan family protein
Sevir.3G222300,-3.906261137,0.368633957,-1.99637222,NA,0.788072202,0.999694537,O-fucosyltransferase family protein
Sevir.3G222400,-3.000822912,0.39100882,0.49010635,NA,0.396853204,0.999694537,ATP binding microtubule motor family protein
Sevir.3G222500,0.437746437,NA,0.812757321,NA,1.233275686,0.999694537,NA
Sevir.3G222550,1.606929993,NA,-0.094832819,NA,0.044647285,0.999694537,NA
Sevir.3G222600,-1.397255286,0.958618859,-0.234811981,0.705410549,0.186771819,0.999694537,NA
Sevir.3G222700,1.780878586,0.958618859,0.208368627,0.519949806,0.173757918,0.999694537,myb domain protein 3r-5
Sevir.3G222800,-8.725334182,0.000221469,-3.352221758,0.032860314,0.176146136,0.999694537,laccase 17
Sevir.3G222850,NA,NA,NA,NA,NA,NA,NA
Sevir.3G222900,-0.817510767,0.958618859,-0.365171955,0.663809076,-0.320747754,0.999694537,Exostosin family protein
Sevir.3G223000,0.123769305,0.985016448,0.457346233,1.49E-05,0.007935942,0.999694537,FTSH protease 10
