Gene,T1_fc,T1_padj,T2_fc,T2_padj,T3_fc,T3_padj,arabi-defline
Bradi1g65940,0.791497071,0.890626694,0.225603065,0.962725578,0.508517474,0.034453157,Ypt/Rab-GAP domain of gyp1p superfamily protein
Bradi1g65950,-0.636276407,0.890626694,0.174187861,0.968998471,0.210948459,0.595865282,phosphatidylglycerolphosphate synthase 1
Bradi1g65952,-30,7.26E-07,4.834934315,0.59065002,24.90182207,NA,photosystem II reaction center protein N
Bradi1g65955,-1.220505606,0.890626694,0.65034171,0.861126073,0.400107547,0.110907768,photosystem II reaction center protein H
Bradi1g65958,0.363504038,NA,0.172980596,NA,-0.548561413,NA,NA
Bradi1g65961,-0.40530889,NA,-1.171759626,NA,-0.030503633,NA,NA
Bradi1g65964,0.516668518,0.891038154,0.742313817,0.82389941,-0.173756738,0.814844166,TTF-type zinc finger protein with HAT dimerisation domain
Bradi1g65967,-0.806749564,NA,-2.022227903,NA,-0.540768795,NA,signal recognition particle binding
Bradi1g65971,1.059903627,NA,0.92452265,0.82389941,0.062895973,0.973289643,NA
Bradi1g65977,0.710093498,NA,-0.019970525,0.997830206,0.073511882,0.940078901,DNAJ heat shock N-terminal domain-containing protein
Bradi1g65983,NA,NA,-4.333492501,NA,-0.717548416,NA,NA
Bradi1g65990,0.752642779,NA,-0.365692348,0.962725578,-0.334299835,0.828139298,Pentatricopeptide repeat (PPR) superfamily protein
Bradi1g66000,0.902461253,0.890626694,-0.090607705,0.993549685,-0.179026075,0.894716001,NA
Bradi1g66010,0.835261551,0.890626694,-0.12488618,0.983201392,0.360956309,0.30915552,NA
Bradi1g66020,0.21798728,NA,0.44267139,0.975944682,-0.745143592,0.511564667,glutathione transferase lambda 2
Bradi1g66030,1.04306895,0.890626694,0.04437807,0.995664065,0.009686739,0.986755334,glutathione transferase lambda 1
Bradi1g66035,-0.252382042,NA,0.941634874,0.666946326,0.961888536,0.137809575,glutathione transferase lambda 2
Bradi1g66040,0.559430461,0.890626694,-0.163103943,0.987552839,0.219664625,0.671943172,Ribosomal protein S24e family protein
Bradi1g66050,0.76114123,0.890626694,0.278262916,0.95193909,-0.496507689,0.242416172,NA
Bradi1g66060,0.191491557,NA,0.382051958,NA,-1.263500657,NA,RNA helicase family protein
Bradi1g66080,0.878451104,0.893271637,0.717917043,0.487076304,0.026468344,0.951007283,NA
Bradi1g66090,-0.719823758,0.890626694,-0.175869106,0.984578266,-0.759825692,0.018124798,NA
Bradi1g66093,0.798292478,NA,-0.395843824,0.97880314,0.040887495,NA,NA
Bradi1g66100,0.792414275,0.890626694,-0.503480064,0.958870124,-0.791910063,0.052914405,Heavy metal transport/detoxification superfamily protein 
Bradi1g66110,-0.216551534,NA,-0.355068738,0.981328184,3.092013551,NA,ABC-2 type transporter family protein
Bradi1g66116,-1.475995886,NA,-2.174039302,NA,0.000517225,NA,NA
Bradi1g66120,1.288893069,0.890626694,-0.861550728,0.956478951,-1.106725193,0.248379267,ABC-2 type transporter family protein
Bradi1g66130,0.323343562,0.894026071,0.360513121,0.93168956,0.046865839,0.938641553,ARM repeat superfamily protein
Bradi1g66142,0.288874279,NA,-0.657777617,0.857916478,0.714504619,0.412531204,NA
Bradi1g66150,-0.440929561,0.890626694,-0.062235002,0.993544136,0.074996751,0.87903634,endomembrane-type CA-ATPase 4
Bradi1g66160,-2.978694201,0.784704901,0.39471951,0.960146759,0.003103236,0.99824657,hercules receptor kinase 1
Bradi1g66163,0.96138097,NA,0.507605477,0.930537095,-0.145161974,0.916100491,NA
Bradi1g66167,0.703620511,0.890626694,0.04796271,0.992742642,0.166874112,0.631990544,chromomethylase 2
Bradi1g66172,0.643146986,NA,-1.094335375,0.937595072,-0.276078383,NA,F-box/RNI-like superfamily protein
Bradi1g66177,-2.733732814,NA,-1.798102633,NA,-0.507160881,NA,F-box family protein / jacalin lectin family protein
Bradi1g66182,0.188546472,NA,-0.647086747,NA,1.246899342,NA,F-box and associated interaction domains-containing protein
Bradi1g66190,-0.234660841,NA,0.58752819,0.962725578,-0.255557071,NA,NA
Bradi1g66200,1.025924499,NA,-1.406741487,0.615290528,0.534300092,NA,NA
Bradi1g66205,NA,NA,-2.003653584,NA,0.191764747,NA,NA
Bradi1g66210,-4.374076769,0.475911306,-0.032799026,0.997415443,0.112991977,0.947113555,Ankyrin repeat family protein
Bradi1g66220,-0.027773209,0.974448103,0.19104715,0.968998471,-0.052220743,0.910955169,Ankyrin repeat family protein
Bradi1g66227,-0.923914747,NA,-0.132188882,0.990441916,0.67566961,0.567663661,UDP-glucuronic acid decarboxylase 1
Bradi1g66240,0.736390639,0.896199261,0.719921946,0.445368255,-0.039481666,0.942910791,NA
Bradi1g66250,-0.72434072,0.890626694,-0.889698597,0.331603888,-0.259042022,0.622084602,NA
Bradi1g66254,-0.256598197,NA,-0.30229723,NA,-0.249908401,NA,P-glycoprotein  20
Bradi1g66258,0.362552473,NA,-0.870814663,0.877666649,-0.428533319,NA,NA
Bradi1g66262,-0.806749564,NA,-0.034348918,NA,1.085258879,NA,NA
Bradi1g66266,-0.254313364,NA,-1.210170779,0.725773511,-0.029041178,NA,P-glycoprotein 6
Bradi1g66270,0.518569499,NA,0.071673268,0.992603389,0.199727278,0.732936431,MATE efflux family protein
Bradi1g66280,-3.364515338,NA,-1.949196686,0.48942839,-1.013752926,0.329156558,Plant protein 1589 of unknown function
Bradi1g66290,-2.415316377,0.41852485,0.112440274,0.983269531,-0.133513586,0.742256739,P-glycoprotein  20
Bradi1g66296,0.840299303,0.896199261,0.146872015,0.98490663,0.117076788,0.739729802,PsbP-like protein 2
Bradi1g66302,-0.797315171,0.890626694,0.118573497,0.984862487,-0.118150947,0.853649641,phosphoinositide binding
Bradi1g66306,-0.806749564,NA,-0.32692306,NA,-1.171392793,NA,NA
Bradi1g66310,0.767743005,NA,-0.866620487,NA,0.059158623,NA,NA
Bradi1g66317,0.700771568,0.890626694,-0.415089921,0.927589526,-0.202919615,0.72383784,ATP binding microtubule motor family protein
Bradi1g66323,NA,NA,-1.515036229,NA,0.123230429,NA,RNA-binding (RRM/RBD/RNP motifs) family protein
Bradi1g66330,-0.004808223,NA,1.094104949,NA,2.257390037,0.020726016,C2H2-type zinc finger family protein
Bradi1g66340,-1.241673,0.890626694,-0.189119014,0.968832938,0.87803947,0.000744323,NA
Bradi1g66345,-2.398830725,NA,-1.876745795,NA,1.526792349,NA,basic helix-loop-helix (bHLH) DNA-binding superfamily protein
Bradi1g66350,-0.722914382,0.890626694,-0.741718494,0.93168956,-0.443158675,0.560441333,arginine biosynthesis protein ArgJ family
Bradi1g66360,0.624928835,0.890626694,-2.618011668,0.861201011,-0.728689266,0.634540669,histone H2A 6
Bradi1g66370,0.946122682,NA,-2.184106804,0.76516082,-0.586636682,NA,histone H2A 6
Bradi1g66372,-3.199633489,NA,-3.282016026,NA,1.172151324,NA,NA
Bradi1g66375,NA,NA,-1.689014676,NA,0.143304806,NA,RNA-binding (RRM/RBD/RNP motifs) family protein
Bradi1g66380,-0.815800618,0.890626694,-0.596697389,0.932362976,0.150196209,0.845130833,Histone superfamily protein
Bradi1g66390,0.694807051,NA,0.148317744,0.98490663,-0.069514737,0.947113555,RNA-binding (RRM/RBD/RNP motifs) family protein
Bradi1g66400,0.620930247,0.890626694,0.250791475,0.962725578,0.299502097,0.284269554,Acyl-CoA N-acyltransferase with RING/FYVE/PHD-type zinc finger domain
Bradi1g66410,-2.398817087,NA,-2.610303151,NA,-2.281196361,NA,poly(A) binding protein 7
Bradi1g66420,-0.564205059,0.890626694,0.003712496,0.999882375,0.058577437,0.920460114,ARF-GAP domain 6
Bradi1g66430,0.067714403,0.930133194,-0.142091236,0.968998471,0.505507923,0.011730093,RNA-binding (RRM/RBD/RNP motifs) family protein
Bradi1g66436,-0.768410672,NA,-1.629140379,0.783818118,-0.12260148,NA,NA
Bradi1g66440,0.30444867,0.890626694,-0.520576032,0.962725578,0.172072558,0.682652103,UDP-XYL synthase 6
Bradi1g66450,1.022859313,NA,-0.176506245,0.987181414,-0.465722829,0.283882625,receptor-like protein kinase-related family protein
Bradi1g66455,-1.403829672,NA,0.115629972,NA,0.593042471,NA,Thioredoxin superfamily protein
Bradi1g66460,-0.806749564,NA,-2.414667312,NA,-1.52533828,NA,dessication-induced 1VOC superfamily protein
Bradi1g66470,-7.2076914,0.160031351,-0.463820692,0.932362976,0.414109744,0.592046512,heat shock cognate protein 70-1
Bradi1g66475,0.756902311,NA,-0.425023644,0.948808761,-0.165164044,0.888059894,NA
Bradi1g66480,-0.442580182,0.890626694,-0.23492063,0.962758868,-0.470393227,0.026660224,HSP20-like chaperones superfamily protein
Bradi1g66490,0.392278579,NA,0.062369499,0.994447684,0.945228248,0.402089387,GDP dissociation inhibitor family protein / Rab GTPase activator family protein
Bradi1g66497,0.178776755,0.91479037,-0.258964945,0.968998471,-0.027792382,0.980199519,"Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein"
Bradi1g66510,-2.400152845,NA,-1.922767213,NA,1.967718566,NA,NA
Bradi1g66520,-7.438073723,NA,-1.174262746,NA,2.615965815,NA,heat shock cognate protein 70-1
Bradi1g66527,0.87464735,NA,-1.891892884,0.603579871,-1.843776573,NA,heat shock cognate protein 70-1
Bradi1g66533,0.816324632,0.890626694,-0.665965177,0.89222092,0.209070698,0.695546991,NA
Bradi1g66540,-7.058791668,0.166685036,-1.836727809,0.546471372,-0.455778355,NA,heat shock cognate protein 70-1
Bradi1g66550,NA,NA,-2.31743907,NA,1.639367552,NA,heat shock protein 70
Bradi1g66561,NA,NA,NA,NA,NA,NA,heat shock cognate protein 70-1
Bradi1g66571,NA,NA,-3.468602378,NA,2.179216586,NA,NA
Bradi1g66580,0.368395556,0.890626694,0.172855614,0.981400289,-0.2812673,0.698193838,NA
Bradi1g66590,-0.628663348,0.890626694,-0.670298607,0.88299928,-0.946792789,8.56E-08,heat shock protein 70
Bradi1g66597,-1.608768961,NA,-0.323207185,0.956478951,-0.860185286,0.26554,OBF-binding protein 3
Bradi1g66601,1.05716403,NA,-1.675942768,0.67098906,-0.431675785,NA,NA
Bradi1g66605,0.573324984,NA,-0.735112102,NA,-1.105952447,NA,NA
Bradi1g66610,-0.077980748,0.943689828,-0.098903695,0.98490663,-0.637207033,0.010482129,plant U-box 13
Bradi1g66620,-0.341776213,0.890626694,-0.095720988,0.983304537,-0.158017369,0.687445516,epsin N-terminal homology (ENTH) domain-containing protein / clathrin assembly protein-related
Bradi1g66627,-0.055808256,0.959971441,0.02319774,0.99645508,-0.104351851,0.853178628,Ankyrin repeat family protein with DHHC zinc finger domain
Bradi1g66640,0.353241749,0.890626694,-0.516477493,0.833409228,-0.170961724,0.755128362,XB3 ortholog 1 in Arabidopsis thaliana
Bradi1g66645,0.021848655,NA,-1.375488038,0.807316963,-0.483054338,NA,NA
Bradi1g66650,0.889068886,NA,-0.123917325,0.992469095,0.21948571,NA,pol-like 5
Bradi1g66660,0.036611402,0.969297847,0.279904707,0.96006041,0.277197181,0.428682287,Protein kinase superfamily protein
Bradi1g66670,-0.535104056,0.890626694,0.234186758,0.968998471,-0.401766157,0.455147387,NA
Bradi1g66673,0.191491557,NA,-1.68920699,NA,-1.818181223,NA,NA
Bradi1g66677,0.264678519,0.890626694,0.031137674,0.995795279,0.303999917,0.314312398,TRF-like 2
Bradi1g66687,1.081598123,0.890626694,-0.00122973,0.999937378,0.19768863,0.553100431,Oxysterol-binding family protein
Bradi1g66700,1.244404827,0.890626694,-0.587990937,0.962725578,-1.207541516,0.118534454,Disease resistance-responsive (dirigent-like protein) family protein
Bradi1g66710,-2.963660096,0.328251965,0.36128271,0.886122181,0.527858083,0.005554246,Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
Bradi1g66720,1.517236464,0.890626694,-0.940253725,0.926372051,0.65904449,0.252134203,laccase 17
Bradi1g66731,0.600501621,0.890626694,-0.426207632,0.929321981,-0.193565442,0.779075027,ROTUNDIFOLIA like 8
Bradi1g66740,-0.90810047,0.890626694,-0.155604252,0.987688129,-0.281780901,0.663024604,"N2,N2-dimethylguanosine tRNA methyltransferase"
Bradi1g66750,0.575274685,0.890626694,-0.365617741,0.956478951,-0.79630692,0.114171002,NA
Bradi1g66761,0.191819317,0.905113431,-0.044432317,0.992896227,-0.095077813,0.891857111,RING/U-box superfamily protein
Bradi1g66770,-3.194019549,NA,-1.311220232,0.630214911,-0.200666334,NA,Eukaryotic aspartyl protease family protein
Bradi1g66780,0.213022857,0.898825673,-0.367157124,0.956048575,0.077622792,0.920460114,RING-H2 finger C2A
Bradi1g66790,1.036592559,0.890626694,0.220744465,0.962725578,-0.172790357,0.776700357,NA
Bradi1g66800,-1.844811373,NA,-1.288213248,0.646081773,0.062640255,0.95053823,Fes1A
Bradi1g66810,0.114712883,NA,0.340645332,0.970226913,0.125500854,NA,Tetratricopeptide repeat (TPR)-like superfamily protein
Bradi1g66820,0.468555866,0.890626694,-0.098651358,0.990441916,-0.085511249,0.851576644,translocon at the outer envelope membrane of chloroplasts 75-III
Bradi1g66830,0.886075868,0.890626694,0.175158397,0.981116148,-0.322497511,0.376688656,RNApolymerase sigma subunit 2
Bradi1g66840,-0.663463437,NA,-0.576115366,0.956048575,0.024453479,NA,NA
Bradi1g66850,0.88385558,0.890626694,-0.070729135,0.990618257,-0.371473772,0.317971696,NA
Bradi1g66860,0.989203363,NA,-0.94231884,0.650718278,0.340919074,0.72412188,Protein of unknown function (DUF668)
Bradi1g66870,0.122050043,0.896162584,0.037621319,0.993544136,0.021199907,0.962316781,splicing factor PWI domain-containing protein
Bradi1g66875,NA,NA,-2.966715668,NA,-0.105806938,NA,NA
Bradi1g66880,1.10348547,NA,-1.116254424,0.627130873,-1.287321044,0.252966455,Predicted AT-hook DNA-binding family protein
Bradi1g66886,-3.839199368,NA,-1.997444493,NA,-0.163680271,NA,NA
Bradi1g66890,0.683352884,0.890626694,-0.131889925,0.984862487,0.139663349,0.797662752,Protein of unknown function (DUF604)
Bradi1g66893,0.489116597,NA,0.228183777,0.963830351,-0.126998853,0.896237337,NA
Bradi1g66896,-0.485705543,NA,-0.049686805,0.997222407,-0.10988489,NA,NA
Bradi1g66900,-1.668292661,0.890626694,0.505913052,0.926372051,0.035462666,0.968719755,NAD(P)-binding Rossmann-fold superfamily protein
Bradi1g66910,0.994018437,0.890626694,0.220135181,0.962725578,-0.013578942,0.985390701,NAD(P)-binding Rossmann-fold superfamily protein
Bradi1g66913,0.128663176,NA,0.146523906,0.990618257,-0.189234963,0.892581509,DNA binding
Bradi1g66916,0.341876051,NA,1.2385744,0.830586159,-0.135248733,0.939783111,NAD(P)-binding Rossmann-fold superfamily protein
Bradi1g66918,NA,NA,-1.764339693,NA,1.97461133,NA,NA
Bradi1g66920,0.36086969,0.890626694,-0.513694959,0.941253642,0.488466072,0.299738973,highly ABA-induced PP2C gene 2
Bradi1g66921,-3.199633489,NA,-0.914261853,NA,2.513991408,NA,NA
Bradi1g66923,NA,NA,-1.430525852,NA,1.072236308,NA,NA
Bradi1g66930,-0.307963068,0.890626694,-0.008058934,0.999003735,0.376652301,0.26527115,Glucose-1-phosphate adenylyltransferase family protein
Bradi1g66940,-0.400217259,0.890626694,0.247484775,0.954583963,-0.239026668,0.596042443,digalactosyl diacylglycerol deficient 2
Bradi1g66950,-0.071700732,0.942275693,-0.376025469,0.954583963,0.130282981,0.74654125,Protein kinase superfamily protein
Bradi1g66960,0.307405819,0.890626694,0.156201955,0.974311745,-0.076947421,0.88872183,myosin heavy chain-related
Bradi1g66970,-0.439221147,0.890626694,0.438587196,0.823086346,-0.181065136,0.630583096,type one serine/threonine protein phosphatase 4
Bradi1g66980,-0.562785608,0.890626694,0.681968979,0.862889695,0.52026808,0.02442668,DA1-related protein 2
Bradi1g66990,0.835971883,0.890626694,0.376462118,0.911580653,0.04398901,0.950671173,Mitochondrial substrate carrier family protein
Bradi1g67000,0.714783821,0.890626694,0.129401402,0.982691912,-0.567705411,0.077214833,Protein of unknown function (DUF3527)
Bradi1g67010,-0.772237065,0.890626694,-0.799820858,0.912629237,0.262093499,0.846349946,Protein of unknown function (DUF620)
Bradi1g67020,-1.336040622,0.890626694,0.248878321,0.970226913,0.354282296,0.220750692,high cyclic electron flow 1
Bradi1g67030,0.762333921,0.890626694,0.071961458,0.990982022,0.317441049,0.457212408,NA
Bradi1g67040,-0.395917653,NA,-0.780048149,NA,-0.188836693,NA,HSP20-like chaperones superfamily protein
Bradi1g67050,-0.085057831,0.92028769,0.118646232,0.987552839,-0.037696251,0.95053823,Leucine-rich repeat protein kinase family protein
Bradi1g67055,-0.806120517,NA,-3.021936085,NA,2.979072836,NA,NA
Bradi1g67060,-0.615353241,0.890626694,-0.473828828,0.947688215,-0.234822068,0.558984095,SH3 domain-containing protein
Bradi1g67067,0.512741248,NA,0.252006264,0.96450731,0.520206209,0.485213234,ENHANCED DOWNY MILDEW 2
Bradi1g67080,0.839163002,0.890626694,-0.150238547,0.9734264,-0.910904105,0.328390657,HSP20-like chaperones superfamily protein
Bradi1g67081,0.658482925,NA,0.354732532,0.964068504,1.333755134,0.000575699,NA
Bradi1g67083,0.96706819,0.890626694,0.323148274,0.90227528,-0.131013513,0.752858419,NA
Bradi1g67090,0.168622917,0.893960883,0.213725307,0.960146759,-0.041878148,0.940078901,cytosolic enolase
Bradi1g67100,0.317610892,0.890626694,-0.052187418,0.992469095,-0.094934121,0.847409875,GATA type zinc finger transcription factor family protein
Bradi1g67110,0.366296375,0.890626694,-0.241014662,0.974311745,-0.224456502,0.521498692,Cysteine proteinases superfamily protein
Bradi1g67115,0.666996383,NA,0.528855769,0.954583963,-1.400846835,0.012601553,NA
Bradi1g67120,1.185853139,0.890626694,0.00374086,0.999882375,-0.27367684,0.287132043,maternal effect embryo arrest 59
Bradi1g67127,1.312652763,NA,-0.814754737,0.823086346,-0.114271977,0.933880819,Protein of unknown function (DUF962)
Bradi1g67140,-0.383541013,0.890626694,0.113134983,0.987045945,-0.284882133,0.30915552,SH3 domain-containing protein
Bradi1g67142,0.725167541,NA,0.514358337,0.932362976,-0.01494356,0.991534773,NA
Bradi1g67145,-0.062826501,NA,-0.203534672,NA,3.328303268,NA,RNA-binding (RRM/RBD/RNP motifs) family protein
Bradi1g67150,0.471601985,NA,-0.071593925,0.995664065,-0.254889136,NA,NA
Bradi1g67160,0.783333641,0.890626694,0.09761036,0.983269531,0.0069462,0.98937123,RNI-like superfamily protein
Bradi1g67170,0.255068189,0.890626694,-0.066181334,0.992083807,0.298294916,0.280838723,ribosomal protein L4
Bradi1g67180,-0.801961596,0.890626694,0.071854823,0.989778052,0.633090027,0.066573172,Mitochondrial substrate carrier family protein
Bradi1g67190,0.349760003,NA,0.450958785,0.945907218,0.07166103,0.941987366,JOSEPHIN-like protein
Bradi1g67200,0.20704724,0.890626694,0.165522172,0.981869448,0.042500175,0.925942123,sulfoquinovosyldiacylglycerol 2
Bradi1g67205,1.170191841,NA,-0.523257679,0.890620281,-0.155376324,0.859254454,NA
Bradi1g67210,0.69625124,0.890626694,-1.22853367,0.81347742,0.231905163,0.869647347,P-loop containing nucleoside triphosphate hydrolases superfamily protein
Bradi1g67220,0.661416562,NA,-0.064861034,0.992896227,-0.245096387,0.744306574,BTB/POZ domain-containing protein
Bradi1g67230,0.802043674,NA,-1.52251379,0.020228289,-0.088644781,0.965057597,zinc finger (C2H2 type) family protein
Bradi1g67235,NA,NA,-1.428749305,NA,0.771590741,NA,NA
Bradi1g67240,0.350905677,0.890626694,0.100994824,0.987552839,0.276014896,0.400248528,anthranilate synthase 2
Bradi1g67247,-0.452494692,0.890626694,0.655923658,0.82428443,0.134244718,0.819879878,Protein kinase superfamily protein
Bradi1g67260,0.769758817,NA,0.048067417,0.994162389,-0.178040961,0.875730175,LAG1 homologue 2
Bradi1g67270,0.254455954,0.890626694,0.105623585,0.984862487,-0.142732239,0.716084769,Calcium-binding tetratricopeptide family protein
Bradi1g67280,0.177252569,0.890626694,0.063530942,0.9909764,-0.032214661,0.954314052,S-ribonuclease binding protein 1
Bradi1g67286,0.587145469,NA,0.461733389,0.934992281,-0.617619052,0.352918198,NA
Bradi1g67290,-0.819101682,0.890626694,0.093345047,0.990618257,0.191162392,0.678202119,glycine-rich protein
Bradi1g67301,NA,NA,-1.473575904,NA,-0.976616982,NA,glutathione S-transferase THETA 3
Bradi1g67310,-0.081437126,NA,-1.141029162,NA,-0.265489783,NA,Calcium-dependent phosphotriesterase superfamily protein
Bradi1g67320,-0.358478064,0.890626694,-0.07804002,0.987688129,0.094348965,0.838730005,hydroxyproline-rich glycoprotein family protein
Bradi1g67330,-0.111228009,0.938088482,-0.250379594,0.96006041,-0.233259827,0.756431653,phosphate transporter 3;1
Bradi1g67340,0.767702464,NA,-0.67433631,NA,2.125753153,NA,GRAS family transcription factor
Bradi1g67350,0.10996144,NA,-1.312947986,0.944414252,0.453759582,NA,Integrase-type DNA-binding superfamily protein
Bradi1g67360,-0.271149627,0.890626694,-0.010665454,0.998897023,-0.080240699,0.88169538,Vacuolar sorting protein 9 (VPS9) domain
Bradi1g67365,0.750609732,NA,-1.422621169,0.461652275,-1.013271332,0.099697639,S-locus lectin protein kinase family protein
Bradi1g67370,0.636833426,0.890626694,-0.029956637,0.997830206,0.578089303,0.467202957,Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family
Bradi1g67380,-0.53984901,0.890626694,-0.030707308,0.99645508,-0.12804416,0.796225566,novel cap-binding protein
Bradi1g67387,0.707442554,0.890626694,0.021182458,0.997415443,-0.311410174,0.524786182,P-loop containing nucleoside triphosphate hydrolases superfamily protein
Bradi1g67393,-0.773862193,NA,4.576213107,NA,2.505066403,NA,Calcium-dependent phosphotriesterase superfamily protein
Bradi1g67397,0.365465494,0.890626694,0.094218365,0.987552839,0.188048395,0.560688777,MAPK/ERK kinase kinase 1
Bradi1g67410,0.269596943,0.891038154,-0.219526243,0.973537305,-0.084524694,0.929885188,partner of Y14-MAGO
Bradi1g67420,0.699190189,NA,-0.704675072,0.89620351,-0.459293634,0.76933396,phosphatidylinositol-4-phosphate 5-kinase 2
Bradi1g67430,-0.632236507,0.890626694,-0.116526464,0.987688129,-0.493610471,0.071494862,ARM repeat superfamily protein
Bradi1g67440,0.963847788,0.890626694,-0.516902736,0.701669158,0.624456954,0.031115617,Protein of unknown function (DUF3049)
Bradi1g67450,-0.307419746,0.890626694,0.169539376,0.979953978,0.677957911,0.120920769,Chaperone DnaJ-domain superfamily protein
Bradi1g67460,0.265004494,0.893945242,0.005981254,0.999882375,-0.023554576,0.98521136,Phospholipase A2 family protein
Bradi1g67467,-0.299933896,0.890626694,0.189212845,0.964428453,0.273723641,0.616614627,MALE GAMETOPHYTE DEFECTIVE 2
Bradi1g67480,-0.292611579,0.890626694,0.212312193,0.962758868,0.521943665,0.037967389,carotenoid isomerase
Bradi1g67491,0.906168183,NA,0.103403302,0.993549685,0.522153172,NA,NA
Bradi1g67500,0.951649451,NA,-1.438944555,0.932362976,-0.911012937,NA,basic helix-loop-helix (bHLH) DNA-binding superfamily protein
Bradi1g67505,0.781263364,NA,-0.981128411,NA,0.219094673,NA,NA
Bradi1g67510,-0.502580761,0.890626694,0.486204524,0.869686759,-0.16641388,0.741393363,Calcineurin-like metallo-phosphoesterase superfamily protein
Bradi1g67517,-1.156458052,NA,-0.217838772,NA,-0.443167357,NA,Dynamin related protein 4C
Bradi1g67530,0.947638346,0.890626694,0.799022355,0.384398467,0.196284254,0.586508046,"Protein of unknown function, DUF593"
Bradi1g67540,0.218075055,0.899531024,0.096694981,0.987552839,-0.15017897,0.819635063,NA
Bradi1g67545,-7.943384592,0.031587023,-0.157834345,NA,-0.679016428,NA,Ubiquitin supergroup;Ribosomal protein L40e
Bradi1g67550,1.022467363,NA,0.650152913,NA,-0.442286432,NA,DUF679 domain membrane protein 1
Bradi1g67552,NA,NA,-0.452193915,NA,-0.966491765,NA,polyubiquitin 10
Bradi1g67555,0.392953753,NA,-0.786913589,0.953165335,-0.437795151,NA,NA
Bradi1g67560,1.011897803,NA,-0.073711558,NA,0.733372222,NA,NAD(P)-binding Rossmann-fold superfamily protein
Bradi1g67570,-0.617140887,0.890626694,-0.069057144,0.990618257,-0.181031498,0.668400997,HCP-like superfamily protein
Bradi1g67580,0.995678346,NA,-1.458435436,0.857263131,-1.272168282,NA,plantacyanin
Bradi1g67590,0.357230184,NA,-1.339489359,NA,-1.108835805,NA,glyoxal oxidase-related protein
Bradi1g67600,-1.44856847,NA,-0.617252498,0.932362976,-0.088569639,0.948615676,carboxyesterase 17
Bradi1g67620,0.639695657,0.890626694,-0.141654178,0.983269531,-0.014601353,0.985338172,iron-regulated protein 3
Bradi1g67630,0.268783711,0.890626694,-0.045437541,0.995795279,0.055220024,0.955227343,Cytochrome c oxidase biogenesis protein Cmc1-like
Bradi1g67635,-0.806749564,NA,-1.837779148,NA,NA,NA,NA
Bradi1g67640,0.22762941,NA,-0.484445826,0.938402228,-0.54491507,0.443535089,Regulator of Vps4 activity in the MVB pathway protein
Bradi1g67650,-0.816074037,NA,-1.179350305,NA,-0.907793004,NA,Regulator of Vps4 activity in the MVB pathway protein
Bradi1g67660,-0.092089458,NA,-0.611484503,0.956048575,-0.438611798,NA,Regulator of Vps4 activity in the MVB pathway protein
Bradi1g67670,0.873464393,NA,-0.938140597,0.905328297,-0.66034299,NA,LYR family of Fe/S cluster biogenesis protein
Bradi1g67680,0.724779485,NA,0.054237941,0.995664065,-0.425038537,0.70635268,NA
Bradi1g67687,0.67426975,0.890626694,-0.513932074,0.954583963,-0.772050911,0.296488048,Rho GTPase activation protein (RhoGAP) with PH domain
Bradi1g67693,-0.884793496,NA,-0.449597501,NA,-0.112088753,NA,NA
Bradi1g67700,-0.301109181,0.890626694,-0.195140205,0.981328184,-0.590137322,0.138478384,HIS HF
Bradi1g67711,NA,NA,-0.914261853,NA,1.569741302,NA,NA
Bradi1g67720,-7.265280348,NA,-2.022137244,NA,0.034172549,NA,Ankyrin repeat family protein
Bradi1g67730,-1.190559637,0.890626694,0.563504729,0.887108005,1.09163909,2.65E-06,phosphoenolpyruvate carboxykinase 1
Bradi1g67740,0.005583982,0.996568245,0.449034413,0.912031274,0.005649412,0.992513723,FAR1-related sequence 12
Bradi1g67750,0.343171919,0.890626694,0.216350655,0.962725578,-0.12878027,0.773729302,Protein of unknown function (DUF3353)
Bradi1g67755,0.546464451,NA,-0.542306061,NA,-0.23362408,NA,NA
Bradi1g67757,NA,NA,-0.907735921,NA,1.400189454,NA,NA
Bradi1g67760,-0.297757185,0.890626694,-0.368023155,0.927589526,-0.428430963,0.099289561,beta-galactosidase 8
Bradi1g67770,-0.038265615,0.973139474,0.061462734,0.992469095,0.224371318,0.596408318,FAR1-related sequence 6
Bradi1g67775,NA,NA,-1.184030755,NA,-2.012656362,NA,NA
Bradi1g67780,0.242166453,0.890626694,-0.115307783,0.981869448,0.331878752,0.289461177,RING/U-box superfamily protein
Bradi1g67790,0.031560385,0.967400237,0.361086653,0.88299928,0.292287324,0.232777506,"chorismate synthase, putative / 5-enolpyruvylshikimate-3-phosphate phospholyase, putative"
Bradi1g67800,-0.665465228,0.890626694,-0.086119622,0.986334077,-0.17078466,0.582619627,TOPLESS-related 1
Bradi1g67810,-0.268925131,0.894181894,-0.422346009,0.964068504,0.365444104,0.739729802,PATATIN-like protein 6
Bradi1g67820,NA,NA,-0.559779873,NA,-1.76634508,NA,P-loop containing nucleoside triphosphate hydrolases superfamily protein
Bradi1g67830,-1.322645978,NA,0.635148917,0.758098082,2.097574503,1.06E-14,Tryptophan/tyrosine permease
Bradi1g67840,1.070777558,0.890626694,-0.084298173,0.993544136,0.749495307,0.050147572,NB-ARC domain-containing disease resistance protein
